claim_id,tier,outcome,turnaround_hours
CLM-004594,Amber,Human review,74.0
CLM-004595,Green,Auto-approved,2.0
CLM-004596,Amber,Human review,84.3
CLM-004597,Green,Auto-approved,4.0
CLM-004598,Amber,Human review,62.9
CLM-004599,Green,Auto-approved,3.7
CLM-004600,Amber,Human review,54.9
CLM-004601,Amber,Human review,91.8
CLM-004602,Amber,Human review,30.7
CLM-004603,Green,Auto-approved,2.7
CLM-004604,Amber,Human review,78.5
CLM-004605,Amber,Human review,45.7
CLM-004606,Amber,Human review,81.2
CLM-004607,Green,Auto-approved,1.2
CLM-004608,Amber,Human review,56.5
CLM-004609,Green,Auto-approved,0.6
CLM-004610,Amber,Human review,48.9
CLM-004611,Green,Auto-approved,1.1
CLM-004612,Amber,Human review,88.2
CLM-004613,Green,Auto-approved,3.5
CLM-004614,Green,Auto-approved,1.8
CLM-004615,Amber,Human review,66.2
CLM-004616,Amber,Human review,71.4
CLM-004617,Amber,Human review,44.5
CLM-004618,Green,Auto-approved,2.6
CLM-004619,Green,Auto-approved,3.9
CLM-004620,Green,Auto-approved,3.0
CLM-004621,Green,Auto-approved,1.4
CLM-004622,Green,Auto-approved,2.8
CLM-004623,Green,Auto-approved,1.6
CLM-004624,Green,Auto-approved,2.2
CLM-004625,Amber,Human review,67.6
CLM-004626,Amber,Human review,61.3
CLM-004627,Green,Auto-approved,1.0
CLM-004628,Amber,Human review,46.0
CLM-004629,Green,Auto-approved,0.5
CLM-004630,Green,Auto-approved,0.5
CLM-004631,Green,Auto-approved,3.2
CLM-004632,Amber,Human review,53.2
CLM-004633,Amber,Human review,61.8
CLM-004634,Amber,Human review,42.0
CLM-004635,Amber,Human review,95.4
CLM-004636,Red,SIU referral,221.1
CLM-004637,Green,Auto-approved,2.9
CLM-004638,Green,Auto-approved,1.2
CLM-004639,Green,Auto-approved,2.4
CLM-004640,Green,Auto-approved,0.8
CLM-004641,Green,Auto-approved,4.0
CLM-004642,Amber,Human review,47.1
CLM-004643,Green,Auto-approved,2.6
CLM-004644,Green,Auto-approved,1.8
CLM-004645,Red,SIU referral,374.6
CLM-004646,Green,Auto-approved,2.3
CLM-004647,Green,Auto-approved,3.9
CLM-004648,Amber,Human review,82.6
CLM-004649,Green,Auto-approved,3.6
CLM-004650,Green,Auto-approved,0.8
CLM-004651,Amber,Human review,94.0
CLM-004652,Green,Auto-approved,1.5
CLM-004653,Amber,Human review,39.9
CLM-004654,Green,Auto-approved,3.0
CLM-004655,Amber,Human review,65.8
CLM-004656,Amber,Human review,91.0
CLM-004657,Green,Auto-approved,2.6
CLM-004658,Amber,Human review,84.7
CLM-004659,Green,Auto-approved,3.6
CLM-004660,Amber,Human review,57.6
CLM-004661,Amber,Human review,43.4
CLM-004662,Amber,Human review,38.7
CLM-004663,Green,Auto-approved,3.7
CLM-004664,Green,Auto-approved,1.3
CLM-004665,Amber,Human review,55.0
CLM-004666,Red,SIU referral,313.3
CLM-004667,Green,Auto-approved,3.3
CLM-004668,Green,Auto-approved,1.5
CLM-004669,Green,Auto-approved,3.7
CLM-004670,Green,Auto-approved,1.4
CLM-004671,Green,Auto-approved,1.1
CLM-004672,Green,Auto-approved,1.8
CLM-004673,Amber,Human review,72.7
CLM-004674,Amber,Human review,61.0
CLM-004675,Amber,Human review,65.2
CLM-004676,Green,Auto-approved,3.0
CLM-004677,Green,Auto-approved,3.7
CLM-004678,Green,Auto-approved,2.2
CLM-004679,Green,Auto-approved,2.8
CLM-004680,Amber,Human review,55.1
CLM-004681,Green,Auto-approved,2.8
CLM-004682,Amber,Human review,48.0
CLM-004683,Amber,Human review,52.0
CLM-004684,Green,Auto-approved,3.8
CLM-004685,Green,Auto-approved,1.5
CLM-004686,Green,Auto-approved,3.3
CLM-004687,Green,Auto-approved,1.6
CLM-004688,Green,Auto-approved,3.6
CLM-004689,Amber,Human review,49.7
CLM-004690,Green,Auto-approved,4.0
CLM-004691,Amber,Human review,92.6
CLM-004692,Amber,Human review,82.4
CLM-004693,Green,Auto-approved,0.9
CLM-004694,Amber,Human review,49.9
CLM-004695,Green,Auto-approved,2.5
CLM-004696,Green,Auto-approved,3.9
CLM-004697,Green,Auto-approved,3.3
CLM-004698,Green,Auto-approved,2.4
CLM-004699,Green,Auto-approved,1.3
CLM-004700,Green,Auto-approved,1.9
CLM-004701,Green,Auto-approved,3.4
CLM-004702,Amber,Human review,26.6
CLM-004703,Amber,Human review,90.8
CLM-004704,Green,Auto-approved,3.4
CLM-004705,Amber,Human review,88.3
CLM-004706,Amber,Human review,60.2
CLM-004707,Red,SIU referral,464.8
CLM-004708,Green,Auto-approved,3.3
CLM-004709,Green,Auto-approved,2.8
CLM-004710,Green,Auto-approved,3.3
CLM-004711,Amber,Human review,90.4
CLM-004712,Green,Auto-approved,0.9
CLM-004713,Green,Auto-approved,2.8
CLM-004714,Green,Auto-approved,3.7
CLM-004715,Green,Auto-approved,0.6
CLM-004716,Amber,Human review,26.9
CLM-004717,Amber,Human review,28.4
CLM-004718,Green,Auto-approved,2.2
CLM-004719,Amber,Human review,37.8
CLM-004720,Amber,Human review,55.5
CLM-004721,Amber,Human review,80.1
CLM-004722,Green,Auto-approved,3.6
CLM-004723,Amber,Human review,63.0
CLM-004724,Green,Auto-approved,2.2
CLM-004725,Green,Auto-approved,2.4
CLM-004726,Amber,Human review,55.9
CLM-004727,Green,Auto-approved,3.4
CLM-004728,Green,Auto-approved,2.2
CLM-004729,Amber,Human review,40.3
CLM-004730,Green,Auto-approved,1.3
CLM-004731,Green,Auto-approved,4.0
CLM-004732,Green,Auto-approved,2.1
CLM-004733,Amber,Human review,44.5
CLM-004734,Green,Auto-approved,2.8
CLM-004735,Green,Auto-approved,2.8
CLM-004736,Red,SIU referral,153.5
CLM-004737,Red,SIU referral,210.6
CLM-004738,Green,Auto-approved,3.9
CLM-004739,Amber,Human review,29.5
CLM-004740,Amber,Human review,65.8
CLM-004741,Amber,Human review,69.3
CLM-004742,Amber,Human review,35.5
CLM-004743,Green,Auto-approved,0.9
CLM-004744,Amber,Human review,38.1
CLM-004745,Green,Auto-approved,0.9
CLM-004746,Green,Auto-approved,3.3
CLM-004747,Amber,Human review,90.4
CLM-004748,Green,Auto-approved,3.0
CLM-004749,Amber,Human review,77.6
CLM-004750,Green,Auto-approved,0.8
CLM-004751,Green,Auto-approved,1.4
CLM-004752,Green,Auto-approved,1.8
CLM-004753,Amber,Human review,34.5
CLM-004754,Green,Auto-approved,3.6
CLM-004755,Green,Auto-approved,1.4
CLM-004756,Green,Auto-approved,1.8
CLM-004757,Green,Auto-approved,0.7
CLM-004758,Green,Auto-approved,3.5
CLM-004759,Amber,Human review,26.3
CLM-004760,Green,Auto-approved,2.7
CLM-004761,Red,SIU referral,354.5
CLM-004762,Green,Auto-approved,2.1
CLM-004763,Green,Auto-approved,1.3
CLM-004764,Red,SIU referral,177.8
CLM-004765,Red,SIU referral,204.1
CLM-004766,Amber,Human review,55.1
CLM-004767,Amber,Human review,86.3
CLM-004768,Red,SIU referral,139.0
CLM-004769,Green,Auto-approved,3.5
CLM-004770,Green,Auto-approved,0.7
CLM-004771,Green,Auto-approved,1.3
CLM-004772,Amber,Human review,72.2
CLM-004773,Amber,Human review,50.8
CLM-004774,Green,Auto-approved,3.6
CLM-004775,Green,Auto-approved,3.4
CLM-004776,Green,Auto-approved,1.3
CLM-004777,Amber,Human review,53.1
CLM-004778,Green,Auto-approved,3.8
CLM-004779,Green,Auto-approved,2.9
CLM-004780,Amber,Human review,59.2
CLM-004781,Green,Auto-approved,3.9
CLM-004782,Green,Auto-approved,2.6
CLM-004783,Amber,Human review,91.5
CLM-004784,Green,Auto-approved,1.4
CLM-004785,Amber,Human review,46.9
CLM-004786,Amber,Human review,34.9
CLM-004787,Amber,Human review,49.0
CLM-004788,Amber,Human review,37.1
CLM-004789,Green,Auto-approved,3.7
CLM-004790,Green,Auto-approved,2.9
CLM-004791,Green,Auto-approved,1.8
CLM-004792,Amber,Human review,92.7
CLM-004793,Green,Auto-approved,3.4
CLM-004794,Green,Auto-approved,3.2
CLM-004795,Green,Auto-approved,1.6
CLM-004796,Green,Auto-approved,0.7
CLM-004797,Green,Auto-approved,3.9
CLM-004798,Amber,Human review,57.3
CLM-004799,Amber,Human review,95.0
CLM-004800,Amber,Human review,57.3
CLM-004801,Green,Auto-approved,3.2
CLM-004802,Amber,Human review,64.1
CLM-004803,Amber,Human review,40.6
CLM-004804,Green,Auto-approved,3.4
CLM-004805,Green,Auto-approved,2.1
CLM-004806,Red,SIU referral,194.9
CLM-004807,Red,SIU referral,469.9
CLM-004808,Green,Auto-approved,3.3
CLM-004809,Amber,Human review,31.0
CLM-004810,Green,Auto-approved,2.4
CLM-004811,Red,SIU referral,430.2
CLM-004812,Green,Auto-approved,2.7
CLM-004813,Green,Auto-approved,1.7
CLM-004814,Green,Auto-approved,3.9
CLM-004815,Green,Auto-approved,1.9
CLM-004816,Red,SIU referral,186.9
CLM-004817,Green,Auto-approved,1.0
CLM-004818,Green,Auto-approved,1.8
CLM-004819,Green,Auto-approved,2.5
CLM-004820,Green,Auto-approved,2.5
CLM-004821,Amber,Human review,89.5
CLM-004822,Green,Auto-approved,0.6
CLM-004823,Amber,Human review,84.8
CLM-004824,Amber,Human review,49.1
CLM-004825,Amber,Human review,94.8
CLM-004826,Amber,Human review,27.4
CLM-004827,Green,Auto-approved,2.3
CLM-004828,Green,Auto-approved,3.2
CLM-004829,Amber,Human review,87.7
CLM-004830,Green,Auto-approved,2.7
CLM-004831,Amber,Human review,93.4
CLM-004832,Green,Auto-approved,3.1
CLM-004833,Green,Auto-approved,3.5
CLM-004834,Green,Auto-approved,1.1
CLM-004835,Green,Auto-approved,0.7
CLM-004836,Green,Auto-approved,1.7
CLM-004837,Green,Auto-approved,2.4
CLM-004838,Green,Auto-approved,0.6
CLM-004839,Amber,Human review,32.4
CLM-004840,Green,Auto-approved,0.7
CLM-004841,Red,SIU referral,120.7
CLM-004842,Green,Auto-approved,1.0
CLM-004843,Amber,Human review,44.6
CLM-004844,Green,Auto-approved,2.1
CLM-004845,Green,Auto-approved,3.5
CLM-004846,Green,Auto-approved,3.9
CLM-004847,Green,Auto-approved,3.0
CLM-004848,Amber,Human review,89.3
CLM-004849,Green,Auto-approved,0.9
CLM-004850,Green,Auto-approved,1.1
CLM-004851,Green,Auto-approved,0.6
CLM-004852,Green,Auto-approved,2.6
CLM-004853,Green,Auto-approved,1.7
CLM-004854,Green,Auto-approved,2.5
CLM-004855,Amber,Human review,44.2
CLM-004856,Green,Auto-approved,1.6
CLM-004857,Green,Auto-approved,2.9
CLM-004858,Red,SIU referral,226.1
CLM-004859,Amber,Human review,74.8
CLM-004860,Green,Auto-approved,1.8
CLM-004861,Green,Auto-approved,2.0
CLM-004862,Green,Auto-approved,1.5
CLM-004863,Amber,Human review,34.1
CLM-004864,Green,Auto-approved,2.0
CLM-004865,Green,Auto-approved,1.6
CLM-004866,Amber,Human review,53.8
CLM-004867,Green,Auto-approved,3.7
CLM-004868,Amber,Human review,77.0
CLM-004869,Green,Auto-approved,2.7
CLM-004870,Amber,Human review,76.6
CLM-004871,Green,Auto-approved,1.3
CLM-004872,Amber,Human review,46.8
CLM-004873,Green,Auto-approved,2.8
CLM-004874,Amber,Human review,59.5
CLM-004875,Amber,Human review,26.7
CLM-004876,Amber,Human review,62.0
CLM-004877,Green,Auto-approved,1.1
CLM-004878,Amber,Human review,91.4
CLM-004879,Amber,Human review,71.9
CLM-004880,Amber,Human review,63.3
CLM-004881,Amber,Human review,58.0
CLM-004882,Amber,Human review,81.4
CLM-004883,Amber,Human review,40.8
CLM-004884,Green,Auto-approved,2.2
CLM-004885,Green,Auto-approved,1.2
CLM-004886,Green,Auto-approved,2.5
CLM-004887,Amber,Human review,50.6
CLM-004888,Green,Auto-approved,1.9
CLM-004889,Amber,Human review,73.7
CLM-004890,Amber,Human review,79.7
CLM-004891,Green,Auto-approved,0.8
CLM-004892,Amber,Human review,38.3
CLM-004893,Green,Auto-approved,2.2
CLM-004894,Amber,Human review,60.8
CLM-004895,Green,Auto-approved,2.0
CLM-004896,Green,Auto-approved,2.3
CLM-004897,Amber,Human review,68.8
CLM-004898,Green,Auto-approved,1.0
CLM-004899,Amber,Human review,84.6
CLM-004900,Green,Auto-approved,2.9
CLM-004901,Amber,Human review,40.8
CLM-004902,Green,Auto-approved,1.2
CLM-004903,Green,Auto-approved,3.2
CLM-004904,Green,Auto-approved,1.5
CLM-004905,Green,Auto-approved,3.9
CLM-004906,Amber,Human review,24.1
CLM-004907,Green,Auto-approved,2.1
CLM-004908,Amber,Human review,40.3
CLM-004909,Green,Auto-approved,2.6
CLM-004910,Red,SIU referral,205.5
CLM-004911,Amber,Human review,35.2
CLM-004912,Amber,Human review,94.0
CLM-004913,Green,Auto-approved,2.9
CLM-004914,Amber,Human review,68.4
CLM-004915,Green,Auto-approved,1.4
CLM-004916,Amber,Human review,58.1
CLM-004917,Green,Auto-approved,2.4
CLM-004918,Green,Auto-approved,3.0
CLM-004919,Amber,Human review,60.1
CLM-004920,Amber,Human review,90.9
CLM-004921,Green,Auto-approved,2.4
CLM-004922,Green,Auto-approved,2.2
CLM-004923,Green,Auto-approved,0.9
CLM-004924,Amber,Human review,93.7
CLM-004925,Green,Auto-approved,3.1
CLM-004926,Green,Auto-approved,0.7
CLM-004927,Amber,Human review,74.2
CLM-004928,Green,Auto-approved,0.8
CLM-004929,Amber,Human review,35.4
CLM-004930,Amber,Human review,60.4
CLM-004931,Green,Auto-approved,2.3
CLM-004932,Green,Auto-approved,1.8
CLM-004933,Amber,Human review,84.8
CLM-004934,Amber,Human review,73.2
CLM-004935,Amber,Human review,54.0
CLM-004936,Red,SIU referral,275.8
CLM-004937,Amber,Human review,78.1
CLM-004938,Green,Auto-approved,3.2
CLM-004939,Green,Auto-approved,2.0
CLM-004940,Green,Auto-approved,1.5
CLM-004941,Green,Auto-approved,2.7
CLM-004942,Green,Auto-approved,2.6
CLM-004943,Amber,Human review,41.9
CLM-004944,Amber,Human review,79.1
CLM-004945,Red,SIU referral,447.2
CLM-004946,Amber,Human review,37.4
CLM-004947,Amber,Human review,59.6
CLM-004948,Amber,Human review,84.9
CLM-004949,Green,Auto-approved,0.9
CLM-004950,Amber,Human review,25.1
CLM-004951,Green,Auto-approved,2.8
CLM-004952,Green,Auto-approved,2.5
CLM-004953,Green,Auto-approved,1.4
CLM-004954,Amber,Human review,29.8
CLM-004955,Amber,Human review,26.1
CLM-004956,Green,Auto-approved,4.0
CLM-004957,Amber,Human review,60.7
CLM-004958,Green,Auto-approved,3.8
CLM-004959,Green,Auto-approved,1.9
CLM-004960,Green,Auto-approved,2.8
CLM-004961,Green,Auto-approved,2.8
CLM-004962,Amber,Human review,67.7
CLM-004963,Green,Auto-approved,2.2
CLM-004964,Amber,Human review,80.0
CLM-004965,Amber,Human review,89.3
CLM-004966,Amber,Human review,37.5
CLM-004967,Green,Auto-approved,2.9
CLM-004968,Amber,Human review,82.8
CLM-004969,Green,Auto-approved,1.3
CLM-004970,Green,Auto-approved,1.6
CLM-004971,Amber,Human review,88.9
CLM-004972,Amber,Human review,72.6
CLM-004973,Green,Auto-approved,2.1
CLM-004974,Green,Auto-approved,1.7
CLM-004975,Green,Auto-approved,2.0
CLM-004976,Green,Auto-approved,2.4
CLM-004977,Green,Auto-approved,3.2
CLM-004978,Amber,Human review,85.7
CLM-004979,Green,Auto-approved,3.6
CLM-004980,Amber,Human review,32.0
CLM-004981,Amber,Human review,28.2
CLM-004982,Red,SIU referral,430.6
CLM-004983,Amber,Human review,95.4
CLM-004984,Green,Auto-approved,0.7
CLM-004985,Amber,Human review,48.9
CLM-004986,Red,SIU referral,392.9
CLM-004987,Green,Auto-approved,3.0
CLM-004988,Amber,Human review,30.4
CLM-004989,Amber,Human review,88.0
CLM-004990,Green,Auto-approved,1.2
CLM-004991,Red,SIU referral,405.8
CLM-004992,Green,Auto-approved,2.6
CLM-004993,Green,Auto-approved,3.7
CLM-004994,Red,SIU referral,98.7
CLM-004995,Amber,Human review,40.1
CLM-004996,Green,Auto-approved,2.3
CLM-004997,Amber,Human review,70.4
CLM-004998,Green,Auto-approved,2.4
CLM-004999,Red,SIU referral,466.7
CLM-005000,Green,Auto-approved,2.7
CLM-005001,Green,Auto-approved,2.7
CLM-005002,Amber,Human review,26.4
CLM-005003,Amber,Human review,79.8
CLM-005004,Amber,Human review,60.4
CLM-005005,Green,Auto-approved,3.5
CLM-005006,Amber,Human review,90.9
CLM-005007,Green,Auto-approved,1.9
CLM-005008,Amber,Human review,58.8
CLM-005009,Green,Auto-approved,2.8
CLM-005010,Amber,Human review,92.5
CLM-005011,Green,Auto-approved,3.4
CLM-005012,Green,Auto-approved,1.1
CLM-005013,Green,Auto-approved,1.2
CLM-005014,Green,Auto-approved,1.7
CLM-005015,Green,Auto-approved,2.4
CLM-005016,Red,SIU referral,415.1
CLM-005017,Amber,Human review,31.1
CLM-005018,Green,Auto-approved,3.3
CLM-005019,Red,SIU referral,333.7
CLM-005020,Amber,Human review,52.8
CLM-005021,Green,Auto-approved,3.7
CLM-005022,Red,SIU referral,293.7
CLM-005023,Green,Auto-approved,1.8
CLM-005024,Red,SIU referral,360.3
CLM-005025,Green,Auto-approved,1.6
CLM-005026,Green,Auto-approved,0.6
CLM-005027,Green,Auto-approved,3.6
CLM-005028,Green,Auto-approved,3.5
CLM-005029,Green,Auto-approved,2.2
CLM-005030,Green,Auto-approved,2.1
CLM-005031,Amber,Human review,95.9
CLM-005032,Amber,Human review,87.1
CLM-005033,Green,Auto-approved,2.9
CLM-005034,Red,SIU referral,321.5
CLM-005035,Green,Auto-approved,3.5
CLM-005036,Red,SIU referral,214.4
CLM-005037,Amber,Human review,54.5
CLM-005038,Green,Auto-approved,1.2
CLM-005039,Amber,Human review,58.4
CLM-005040,Green,Auto-approved,0.5
CLM-005041,Green,Auto-approved,3.4
CLM-005042,Green,Auto-approved,1.8
CLM-005043,Amber,Human review,45.1
CLM-005044,Amber,Human review,54.4
CLM-005045,Red,SIU referral,143.1
CLM-005046,Green,Auto-approved,0.9
CLM-005047,Green,Auto-approved,1.8
CLM-005048,Amber,Human review,89.8
CLM-005049,Green,Auto-approved,3.0
CLM-005050,Green,Auto-approved,3.6
CLM-005051,Green,Auto-approved,3.1
CLM-005052,Green,Auto-approved,2.2
CLM-005053,Green,Auto-approved,3.8
CLM-005054,Amber,Human review,41.8
CLM-005055,Green,Auto-approved,2.3
CLM-005056,Amber,Human review,36.1
CLM-005057,Green,Auto-approved,0.6
CLM-005058,Amber,Human review,86.0
CLM-005059,Green,Auto-approved,1.2
CLM-005060,Amber,Human review,40.0
CLM-005061,Green,Auto-approved,1.1
CLM-005062,Amber,Human review,84.5
CLM-005063,Amber,Human review,87.6
CLM-005064,Green,Auto-approved,1.8
CLM-005065,Amber,Human review,51.7
CLM-005066,Red,SIU referral,254.8
CLM-005067,Green,Auto-approved,3.7
CLM-005068,Green,Auto-approved,2.6
CLM-005069,Red,SIU referral,394.6
CLM-005070,Green,Auto-approved,2.5
CLM-005071,Green,Auto-approved,3.4
CLM-005072,Amber,Human review,36.3
CLM-005073,Amber,Human review,88.3
CLM-005074,Amber,Human review,81.5
CLM-005075,Green,Auto-approved,3.1
CLM-005076,Red,SIU referral,170.0
CLM-005077,Red,SIU referral,279.3
CLM-005078,Red,SIU referral,197.7
CLM-005079,Amber,Human review,81.0
CLM-005080,Red,SIU referral,400.1
CLM-005081,Green,Auto-approved,2.4
CLM-005082,Amber,Human review,49.4
CLM-005083,Red,SIU referral,243.5
CLM-005084,Green,Auto-approved,0.5
CLM-005085,Amber,Human review,32.3
CLM-005086,Amber,Human review,29.4
CLM-005087,Red,SIU referral,284.4
CLM-005088,Red,SIU referral,296.2
CLM-005089,Green,Auto-approved,2.0
CLM-005090,Green,Auto-approved,0.7
CLM-005091,Green,Auto-approved,2.9
CLM-005092,Green,Auto-approved,0.8
CLM-005093,Green,Auto-approved,0.9
CLM-005094,Green,Auto-approved,3.0
CLM-005095,Green,Auto-approved,2.8
CLM-005096,Amber,Human review,91.8
CLM-005097,Amber,Human review,51.6
CLM-005098,Green,Auto-approved,1.1
CLM-005099,Green,Auto-approved,1.9
CLM-005100,Green,Auto-approved,1.4
CLM-005101,Green,Auto-approved,2.5
CLM-005102,Amber,Human review,43.3
CLM-005103,Green,Auto-approved,0.9
CLM-005104,Amber,Human review,30.3
CLM-005105,Amber,Human review,44.4
CLM-005106,Amber,Human review,91.1
CLM-005107,Green,Auto-approved,1.8
CLM-005108,Green,Auto-approved,2.9
CLM-005109,Green,Auto-approved,3.5
CLM-005110,Green,Auto-approved,2.8
CLM-005111,Green,Auto-approved,1.7
CLM-005112,Amber,Human review,46.7
CLM-005113,Green,Auto-approved,4.0
CLM-005114,Amber,Human review,72.0
CLM-005115,Green,Auto-approved,2.1
CLM-005116,Green,Auto-approved,1.8
CLM-005117,Amber,Human review,87.8
CLM-005118,Green,Auto-approved,1.8
CLM-005119,Green,Auto-approved,3.2
CLM-005120,Green,Auto-approved,3.6
CLM-005121,Green,Auto-approved,3.8
CLM-005122,Green,Auto-approved,3.0
CLM-005123,Amber,Human review,26.3
CLM-005124,Green,Auto-approved,1.1
CLM-005125,Green,Auto-approved,1.3
CLM-005126,Green,Auto-approved,3.7
CLM-005127,Green,Auto-approved,2.2
CLM-005128,Amber,Human review,85.7
CLM-005129,Red,SIU referral,452.9
CLM-005130,Amber,Human review,90.9
CLM-005131,Red,SIU referral,345.6
CLM-005132,Green,Auto-approved,3.3
CLM-005133,Green,Auto-approved,2.4
CLM-005134,Green,Auto-approved,0.9
CLM-005135,Green,Auto-approved,2.3
CLM-005136,Red,SIU referral,214.7
CLM-005137,Amber,Human review,39.0
CLM-005138,Red,SIU referral,297.5
CLM-005139,Amber,Human review,87.0
CLM-005140,Amber,Human review,76.9
CLM-005141,Amber,Human review,30.4
CLM-005142,Amber,Human review,57.8
CLM-005143,Amber,Human review,74.1
CLM-005144,Red,SIU referral,208.5
CLM-005145,Green,Auto-approved,2.9
CLM-005146,Green,Auto-approved,1.6
CLM-005147,Amber,Human review,35.8
CLM-005148,Red,SIU referral,220.6
CLM-005149,Green,Auto-approved,1.0
CLM-005150,Green,Auto-approved,1.0
CLM-005151,Green,Auto-approved,0.9
CLM-005152,Amber,Human review,29.8
CLM-005153,Green,Auto-approved,2.5
CLM-005154,Amber,Human review,50.2
CLM-005155,Amber,Human review,62.7
CLM-005156,Green,Auto-approved,2.3
CLM-005157,Green,Auto-approved,3.0
CLM-005158,Amber,Human review,70.4
CLM-005159,Green,Auto-approved,2.7
CLM-005160,Red,SIU referral,366.9
CLM-005161,Green,Auto-approved,3.1
CLM-005162,Amber,Human review,71.4
CLM-005163,Green,Auto-approved,3.6
CLM-005164,Amber,Human review,38.5
CLM-005165,Green,Auto-approved,3.1
CLM-005166,Amber,Human review,29.5
CLM-005167,Green,Auto-approved,3.7
CLM-005168,Green,Auto-approved,2.6
CLM-005169,Amber,Human review,81.9
CLM-005170,Amber,Human review,69.5
CLM-005171,Red,SIU referral,119.3
CLM-005172,Amber,Human review,33.7
CLM-005173,Amber,Human review,79.7
CLM-005174,Red,SIU referral,242.2
CLM-005175,Green,Auto-approved,3.3
CLM-005176,Amber,Human review,45.5
CLM-005177,Green,Auto-approved,3.1
CLM-005178,Green,Auto-approved,1.5
CLM-005179,Amber,Human review,35.5
CLM-005180,Green,Auto-approved,2.7
CLM-005181,Amber,Human review,38.6
CLM-005182,Amber,Human review,82.8
CLM-005183,Red,SIU referral,331.6
CLM-005184,Green,Auto-approved,1.2
CLM-005185,Green,Auto-approved,1.2
CLM-005186,Amber,Human review,28.4
CLM-005187,Green,Auto-approved,3.0
